,Unnamed: 0,CL_NM,TRRSRT_NM,ADDR,ADDR_new,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,ENTRN_DE,SGNG_CD,LGDNG_CD
94,131714,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210913,50130,11900
95,131715,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,29100,20210913,50130,11900
96,131716,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210913,50130,11900
97,131717,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,4,31200,20210913,50130,11900
98,131718,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,29100,20210913,50130,11900
99,131719,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,4,38800,20210913,50130,11900
100,131720,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210914,50130,11900
101,131721,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210914,50130,11900
102,131722,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210914,50130,11900
103,131723,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210914,50130,11900
104,131724,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210914,50130,11900
105,131725,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,16600,20210914,50130,11900
106,131726,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,4,35000,20210914,50130,11900
107,131727,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,4,35000,20210914,50130,11900
108,131728,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,4,155600,20210914,50130,11900
109,131729,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210914,50130,11900
110,131730,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,6,48800,20210914,50130,11900
111,131731,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210914,50130,11900
112,131732,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210914,50130,11900
113,131733,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,15600,20210914,50130,11900
